query	intent	doc	label
3549,818,1419	3370,2504,6379	product_id_1533954	1
3549,818,1419	3370,2504,6379	product_id_1533955	1
3549,818,1419	6200,3113,6379	product_id_1533795	1
3549,818,1419	6264,6911,3345	product_id_1533874	1
3549,818,1419	6264,6911,3345	product_id_1533875	1
3549,818,1419	3731,2086,4723	product_id_1533777	1
3549,818,1419	3731,2086,4723	product_id_1533951	1
3549,818,1419	3345,2743	product_id_1533874	1
3549,818,1419	4134,5267,6379	product_id_1533887	1
3549,818,1419	3488,2068,407	product_id_1533789	1
3549,818,1419	3488,2068,407	product_id_1533943	1
3549,818,1419	3764,813,6821	product_id_1533929	1
3549,818,1419	5755,2068,5381	product_id_1533796	1
3549,818,1419	5257,2959,6388	product_id_1533914	1
3549,818,1419	823,2506,6388	product_id_1533914	1
3549,818,1419	3713,6567,2103,2743	product_id_1533921	1
3549,818,1419	3713,6567,2103,2743	product_id_1533922	1
3549,818,1419	3747,6379,6821	product_id_1533798	1
3549,818,1419	3747,6379,6821	product_id_1533924	1
3549,818,1419	3747,6379,6821	product_id_1533930	1
3549,818,1419	2757,636,6821	product_id_1533924	1
3549,818,1419	7223,5972,6379	product_id_1533937	1
3549,818,1419	3345,953	product_id_1533820	1
3549,818,1419	3345,953	product_id_1533874	1
3549,818,1419	823,2506,5381	product_id_1533796	1
3549,818,1419	823,2506,5381	product_id_1533914	1
3549,818,1419	2504,6821	product_id_1533924	1
3549,818,1419	2504,6821	product_id_1533930	1
3549,818,1419	5603,7223,6379	product_id_1533955	1
3549,818,1419	5603,7223,6379	product_id_1533956	1
4464,1882,4446,3873	1423,2049	product_id_1534005	1
4464,1882,4446,3873	1423,2049	product_id_1534097	1
4464,1882,4446,3873	1423,2049	product_id_670966	1
4464,1882,4446,3873	1423,2049	product_id_1534124	1
4464,1882,4446,3873	6647,1882,6821	product_id_1534023	1
4464,1882,4446,3873	6647,1882,6821	product_id_1534024	1
4464,1882,4446,3873	6647,1882,6821	product_id_1534025	1
4464,1882,4446,3873	6647,1882,6821	product_id_1534026	1
4464,1882,4446,3873	1882,3040	product_id_1533980	1
4464,1882,4446,3873	1882,3040	product_id_1534033	1
4464,1882,4446,3873	2281,3594,4470	product_id_1533957	1
4464,1882,4446,3873	2281,3594,4470	product_id_1534005	1
4464,1882,4446,3873	2281,3594,4470	product_id_951874	1
4464,1882,4446,3873	5747,6932,2657,532	product_id_1534033	1
4464,1882,4446,3873	5747,6932,2657,532	product_id_51395	1
4464,1882,4446,3873	6413,4647,4119	product_id_1526450	1
4464,1882,4446,3873	6413,4647,4119	product_id_1533985	1
4464,1882,4446,3873	488,1987,6678	product_id_1533978	1
4464,1882,4446,3873	488,1987,6678	product_id_1526513	1
4464,1882,4446,3873	488,1987,6678	product_id_1534081	1
4464,1882,4446,3873	2488,5021	product_id_1534124	1
4464,1882,4446,3873	3323,6740,6413,1082	product_id_1534105	1
4464,1882,4446,3873	3323,6740,6413,1082	product_id_1534106	1
4464,1882,4446,3873	3323,6740,6413,1082	product_id_1534107	1
4464,1882,4446,3873	3323,6740,6413,1082	product_id_1534108	1
4464,1882,4446,3873	4493,4599,1523	product_id_51395	1
4464,1882,4446,3873	4493,4599,1523	product_id_1534111	1
4464,1882,4446,3873	3362,1604,2413	product_id_1534121	1
4464,1882,4446,3873	3362,1604,2413	product_id_1071605	1
4464,1882,4446,3873	4092,435,3048	product_id_1534097	1
4464,1882,4446,3873	4092,435,3048	product_id_670966	1
4464,1882,4446,3873	4092,435,3048	product_id_1534123	1
4464,1882,4446,3873	4092,435,3048	product_id_1534124	1
2252,2095	4710,6911,6364	product_id_1534182	1
2252,2095	4710,6911,6364	product_id_1534218	1
2252,2095	4710,6911,6364	product_id_1534221	1
2252,2095	4710,6911,6364	product_id_1534223	1
2252,2095	7034,2113,6364	product_id_1534136	1
2252,2095	7034,2113,6364	product_id_1534182	1
2252,2095	7034,2113,6364	product_id_1534221	1
2252,2095	7034,2113,6364	product_id_1534223	1
2252,2095	7034,4711,6364	product_id_1534214	1
2252,2095	7034,4711,6364	product_id_1534216	1
2252,2095	7034,4711,6364	product_id_1534221	1
2252,2095	7034,4711,6364	product_id_1534223	1
2252,2095	4236,6364,4693	product_id_1534182	1
2252,2095	4236,6364,4693	product_id_1534217	1
2252,2095	4236,6364,4693	product_id_1534218	1
2252,2095	4236,6364,4693	product_id_1534221	1
2252,2095	4446,4265,6364	product_id_1534136	1
2252,2095	4446,4265,6364	product_id_1534219	1
2252,2095	4446,4265,6364	product_id_1534220	1
2252,2095	4446,4265,6364	product_id_1534221	1
2252,2095	5268,1077	product_id_1534152	1
2252,2095	5268,1077	product_id_1534215	1
2252,2095	5268,1077	product_id_1534218	1
2252,2095	5268,1077	product_id_1534221	1
2252,2095	4794,2249,6364	product_id_1534136	1
2252,2095	4794,2249,6364	product_id_1534152	1
2252,2095	4794,2249,6364	product_id_1534216	1
2252,2095	4794,2249,6364	product_id_1534222	1
2932,1828,382	6875,6701,974,1806,224,1008,4099,1806	product_id_1534304	1
2932,1828,382	6875,6701,974,1806,224,1008,4099,1806	product_id_1534305	1
2932,1828,382	6875,6701,974,1806,224,1008,4099,1806	product_id_1534306	1
2932,1828,382	6875,6701,974,1806,224,1008,4099,1806	product_id_1534307	1
2932,1828,382	1847,2116,650,706	product_id_1534318	1
2932,1828,382	1847,2116,650,706	product_id_1534319	1
2932,1828,382	1847,2116,650,706	product_id_1534320	1
2932,1828,382	1847,2116,650,706	product_id_1534324	1
2932,1828,382	947,2239,2413,913	product_id_1534321	1
2932,1828,382	947,2239,2413,913	product_id_1534322	1
2932,1828,382	947,2239,2413,913	product_id_1534323	1
2932,1828,382	947,2239,2413,913	product_id_1534325	1
2225,1649	3322,457	product_id_1534624	1
2225,1649	3322,457	product_id_1534625	1
2225,1649	3322,457	product_id_1534629	1
2225,1649	3442,6821,1643	product_id_1534627	1
2225,1649	3442,6821,1643	product_id_1534633	1
2225,1649	3442,6821,1643	product_id_1534634	1
2225,1649	3442,6821,1643	product_id_1534638	1
2225,1649	6821,6799	product_id_1534629	1
2225,1649	6821,6799	product_id_1534631	1
2225,1649	6821,6799	product_id_1534634	1
2225,1649	6821,6799	product_id_1534635	1
2225,1649	3415,5125	product_id_1534528	1
2225,1649	3415,5125	product_id_1534531	1
2225,1649	3415,5125	product_id_1534532	1
2225,1649	3415,5125	product_id_1534539	1
2225,1649	3859,5019,3322	product_id_1534624	1
2225,1649	3859,5019,3322	product_id_1534625	1
2225,1649	3859,5019,3322	product_id_1534636	1
2225,1649	6745,4491,6799	product_id_1534637	1
2225,1649	6745,4491,6799	product_id_1534639	1
2225,1649	778,1815,6821,6344,2486,5019,4103,1211	product_id_1534506	1
2225,1649	778,1815,6821,6344,2486,5019,4103,1211	product_id_1534580	1
2225,1649	778,1815,6821,6344,2486,5019,4103,1211	product_id_1534592	1
2225,1649	778,1815,6821,6344,2486,5019,4103,1211	product_id_1534601	1
2225,1649	6701,2824,6799	product_id_1534637	1
2225,1649	6701,2824,6799	product_id_1534639	1
6084,6117,1425,1828,2708,779	650,2486,1632	product_id_1534675	1
6084,6117,1425,1828,2708,779	650,2486,1632	product_id_1534825	1
6084,6117,1425,1828,2708,779	650,2486,1632	product_id_1534826	1
6084,6117,1425,1828,2708,779	650,2486,1632	product_id_1534830	1
6084,6117,1425,1828,2708,779	6084,2448	product_id_1534715	1
6084,6117,1425,1828,2708,779	6084,2448	product_id_1534816	1
6084,6117,1425,1828,2708,779	16415	product_id_1534681	1
6084,6117,1425,1828,2708,779	4353,3251,1384	product_id_1534715	1
6084,6117,1425,1828,2708,779	4353,3251,1384	product_id_1534816	1
6084,6117,1425,1828,2708,779	6100,5109,6826	product_id_1534756	1
6084,6117,1425,1828,2708,779	6100,5109,6826	product_id_1534816	1
6084,6117,1425,1828,2708,779	6100,5109,6826	product_id_1534820	1
6084,6117,1425,1828,2708,779	6220,918,2486,6117	product_id_1534715	1
6084,6117,1425,1828,2708,779	6220,918,2486,6117	product_id_611156	1
6084,6117,1425,1828,2708,779	6220,918,2486,6117	product_id_1534826	1
6084,6117,1425,1828,2708,779	2486,2448	product_id_1534715	1
6084,6117,1425,1828,2708,779	2486,2448	product_id_1534816	1
6084,6117,1425,1828,2708,779	4359,5120,6831	product_id_1534715	1
6084,6117,1425,1828,2708,779	4359,5120,6831	product_id_1534816	1
6084,6117,1425,1828,2708,779	2120,1593,6831	product_id_1534715	1
6084,6117,1425,1828,2708,779	2120,1593,6831	product_id_1534816	1
6084,6117,1425,1828,2708,779	417,6412	product_id_1534715	1
6084,6117,1425,1828,2708,779	417,6412	product_id_1534718	1
6084,6117,1425,1828,2708,779	1076,1796	product_id_611156	1
6084,6117,1425,1828,2708,779	1076,1796	product_id_1534827	1
6084,6117,1425,1828,2708,779	1076,1796	product_id_1534830	1
6084,6117,1425,1828,2708,779	828,1026,6831	product_id_1534698	1
6084,6117,1425,1828,2708,779	828,1026,6831	product_id_1534766	1
6084,6117,1425,1828,2708,779	4270,1468	product_id_1534680	1
6084,6117,1425,1828,2708,779	405,1989	product_id_1534715	1
6084,6117,1425,1828,2708,779	405,1989	product_id_1534756	1
6084,6117,1425,1828,2708,779	405,1989	product_id_1534816	1
6084,6117,1425,1828,2708,779	2443,2068	product_id_1534741	1
6084,6117,1425,1828,2708,779	2443,2068	product_id_611119	1
6084,6117,1425,1828,2708,779	2443,2068	product_id_1534830	1
6084,6117,1425,1828,2708,779	4355,6826	product_id_1534715	1
6084,6117,1425,1828,2708,779	4355,6826	product_id_1534820	1
6084,6117,1425,1828,2708,779	6084,4005	product_id_1534816	1
6084,6117,1425,1828,2708,779	6084,4005	product_id_611156	1
6084,6117,1425,1828,2708,779	6084,4005	product_id_1534826	1
6084,6117,1425,1828,2708,779	782,4099,1384,3079	product_id_1534715	1
6084,6117,1425,1828,2708,779	782,4099,1384,3079	product_id_1534816	1
6084,6117,1425,1828,2708,779	840,2754,3877	product_id_1534835	1
6084,6117,1425,1828,2708,779	840,2754,3877	product_id_1534836	1
6084,6117,1425,1828,2708,779	840,2754,3877	product_id_1534837	1
6084,6117,1425,1828,2708,779	840,2754,3877	product_id_1534838	1
2769,2986	1017,4806	product_id_1534907	1
2769,2986	1017,4806	product_id_1534908	1
2769,2986	1017,4806	product_id_1534910	1
2769,2986	1017,4806	product_id_1534911	1
2769,2986	4806,2049	product_id_1534908	1
2769,2986	4806,2049	product_id_1534910	1
2769,2986	4806,2049	product_id_1534912	1
2769,2986	6918,2049,4806	product_id_1534908	1
2769,2986	6918,2049,4806	product_id_1534910	1
2769,2986	6918,2049,4806	product_id_1534912	1
2769,2986	3442,5089,2049	product_id_1534855	1
2769,2986	3442,5089,2049	product_id_1534902	1
2769,2986	3442,5089,2049	product_id_1534903	1
2769,2986	3442,5089,2049	product_id_1534908	1
2769,2986	3588,2049	product_id_1534906	1
2769,2986	3588,2049	product_id_1534909	1
2769,2986	3588,2049	product_id_1534913	1
3701,6724	4924,3291,5721	product_id_1535101	1
3701,6724	4924,3291,5721	product_id_1535102	1
3701,6724	4924,3291,5721	product_id_1535104	1
3701,6724	4924,3291,5721	product_id_1535105	1
3701,6724	3291,5717	product_id_1535100	1
3701,6724	3291,5717	product_id_1535101	1
3701,6724	3291,5717	product_id_1535106	1
3701,6724	3291,5717	product_id_1535107	1
3701,6724	6472,4817,5721	product_id_1535102	1
3701,6724	6472,4817,5721	product_id_1535104	1
3701,6724	6472,4817,5721	product_id_1535105	1
3701,6724	6472,4817,5721	product_id_1535108	1
3701,6724	751,4523	product_id_1535088	1
3701,6724	751,4523	product_id_1535091	1
3701,6724	751,4523	product_id_1535096	1
3701,6724	751,4523	product_id_1535103	1
5391,5907,1892,6558	3442,1054,3322	product_id_1535164	1
5391,5907,1892,6558	3366,3487,6805	product_id_1535153	1
5391,5907,1892,6558	4292,4597	product_id_1535168	1
5391,5907,1892,6558	3322,457	product_id_1535251	1
5391,5907,1892,6558	3322,457	product_id_1535256	1
5391,5907,1892,6558	457,3513	product_id_1535251	1
5391,5907,1892,6558	457,3513	product_id_1535256	1
5391,5907,1892,6558	6821,6799	product_id_1535251	1
5391,5907,1892,6558	650,3588,457	product_id_1535251	1
5391,5907,1892,6558	650,3588,457	product_id_1535256	1
5391,5907,1892,6558	4697,2103,3513	product_id_1535312	1
5391,5907,1892,6558	3859,5019,3322	product_id_1535251	1
5391,5907,1892,6558	8435,6799	product_id_1535314	1
5391,5907,1892,6558	8435,6799	product_id_1535315	1
5391,5907,1892,6558	8435,6799	product_id_1535316	1
5391,5907,1892,6558	8435,6799	product_id_1535317	1
5391,5907,1892,6558	1018,1651,5120	product_id_1535154	1
5391,5907,1892,6558	6701,2824,6799	product_id_1535335	1
5391,5907,1892,6558	6703,2194,4697	product_id_1535339	1
5391,5907,1892,6558	6703,2194,4697	product_id_1535340	1
5391,5907,1892,6558	6703,2194,4697	product_id_1535341	1
3951,5647,1604,2872	4236,6364	product_id_1535345	1
3951,5647,1604,2872	4236,6364	product_id_1535391	1
3951,5647,1604,2872	4236,6364	product_id_96323	1
3951,5647,1604,2872	4236,6364	product_id_1535392	1
3951,5647,1604,2872	7034,4711,6364	product_id_1535345	1
3951,5647,1604,2872	7034,4711,6364	product_id_1535391	1
3951,5647,1604,2872	7034,4711,6364	product_id_96323	1
3951,5647,1604,2872	7034,4711,6364	product_id_1535392	1
3951,5647,1604,2872	1604,2872,6364	product_id_1535345	1
3951,5647,1604,2872	1604,2872,6364	product_id_1535391	1
3951,5647,1604,2872	1604,2872,6364	product_id_96323	1
3951,5647,1604,2872	1604,2872,6364	product_id_1535392	1
5257,2959,12296	778,1815,2441,2909,6362,532	product_id_1535610	1
5257,2959,12296	778,1815,2441,2909,6362,532	product_id_1535611	1
5257,2959,12296	778,1815,2441,2909,6362,532	product_id_1535612	1
5257,2959,12296	778,1815,2441,2909,6362,532	product_id_1535613	1
5257,2959,12296	4114,5079,6847,440	product_id_1535614	1
5257,2959,12296	4114,5079,6847,440	product_id_1535615	1
5257,2959,12296	4114,5079,6847,440	product_id_1535616	1
5257,2959,12296	4114,5079,6847,440	product_id_1535617	1
4917,395,4913,488,406,5139,5409	391,3488,5905,2735,846,3863,4448	product_id_1535717	1
4917,395,4913,488,406,5139,5409	391,3488,5905,2735,846,3863,4448	product_id_1535725	1
4917,395,4913,488,406,5139,5409	391,3488,5905,2735,846,3863,4448	product_id_1535727	1
4917,395,4913,488,406,5139,5409	401,4123,1097,5423	product_id_1535723	1
4917,395,4913,488,406,5139,5409	401,4123,1097,5423	product_id_1535724	1
4917,395,4913,488,406,5139,5409	401,4123,1097,5423	product_id_1535729	1
4917,395,4913,488,406,5139,5409	401,4123,1097,5423	product_id_1535730	1
4917,395,4913,488,406,5139,5409	2735,6163	product_id_1535722	1
4917,395,4913,488,406,5139,5409	2735,6163	product_id_917538	1
4917,395,4913,488,406,5139,5409	2735,6163	product_id_1535726	1
4917,395,4913,488,406,5139,5409	2735,6163	product_id_1535728	1
4917,395,4913,488,406,5139,5409	1597,1426,1892,5929	product_id_1535711	1
4917,395,4913,488,406,5139,5409	1597,1426,1892,5929	product_id_1535715	1
4917,395,4913,488,406,5139,5409	1597,1426,1892,5929	product_id_1535719	1
4917,395,4913,488,406,5139,5409	1597,1426,1892,5929	product_id_1535720	1
4917,395,4913,488,406,5139,5409	865,4926,2033,1021	product_id_1535674	1
4917,395,4913,488,406,5139,5409	865,4926,2033,1021	product_id_917692	1
4917,395,4913,488,406,5139,5409	865,4926,2033,1021	product_id_917691	1
4917,395,4913,488,406,5139,5409	4932,5820,846,3863,4448	product_id_1535695	1
4917,395,4913,488,406,5139,5409	5935,1835	product_id_1535718	1
5331,2982,4048	4853,4099,4743	product_id_1535785	1
5331,2982,4048	4853,4099,4743	product_id_1535802	1
5331,2982,4048	4853,4099,4743	product_id_1535910	1
5331,2982,4048	6482,3862	product_id_1535785	1
5331,2982,4048	6482,3862	product_id_1535802	1
5331,2982,4048	4260,4099,5375	product_id_1535817	1
5331,2982,4048	4260,4099,5375	product_id_1535819	1
5331,2982,4048	4260,4099,5375	product_id_1535821	1
5331,2982,4048	6168,7021,4743	product_id_1535802	1
5331,2982,4048	6168,7021,4743	product_id_1535881	1
5331,2982,4048	6168,7021,4743	product_id_1535885	1
5331,2982,4048	6168,7021,4743	product_id_1535886	1
5331,2982,4048	6168,5066,1406	product_id_1535786	1
5331,2982,4048	6168,5066,1406	product_id_1535819	1
5331,2982,4048	4395,3862	product_id_1535908	1
5331,2982,4048	4395,3862	product_id_1535909	1
5331,2982,4048	4395,3862	product_id_1535910	1
5331,2982,4048	5257,2959,6388,3862	product_id_1535914	1
5331,2982,4048	5257,2959,6388,3862	product_id_1535915	1
5331,2982,4048	4717,987,3862	product_id_1535922	1
5331,2982,4048	4717,987,3862	product_id_287952	1
5331,2982,4048	4717,987,3862	product_id_1535933	1
5331,2982,4048	5475,6080,5344	product_id_287952	1
5331,2982,4048	5475,6080,5344	product_id_1535932	1
5331,2982,4048	5475,6080,5344	product_id_1535933	1
5331,2982,4048	5215,6811,4743	product_id_1535926	1
5331,2982,4048	5215,6811,4743	product_id_1535943	1
5331,2982,4048	5215,6811,4743	product_id_1535944	1
5331,2982,4048	2711,1296,4318,4297	product_id_1535951	1
5331,2982,4048	2711,1296,4318,4297	product_id_1535952	1
5331,2982,4048	2711,1296,4318,4297	product_id_1535953	1
5331,2982,4048	2711,1296,4318,4297	product_id_1535954	1
5331,2982,4048	3412,5115,3862	product_id_1535828	1
5331,2982,4048	3412,5115,3862	product_id_1535910	1
5331,2982,4048	3412,5115,3862	product_id_1535921	1
5331,2982,4048	3412,5115,3862	product_id_1535962	1
5331,2982,4048	5426,5397,4724	product_id_1535885	1
5331,2982,4048	5426,5397,4724	product_id_1535886	1
5331,2982,4048	5426,5397,4724	product_id_1535965	1
1919,1919,627,2603,488,406,5139,5409	748,4578,4830,2902	product_id_1535986	1
1919,1919,627,2603,488,406,5139,5409	748,4578,4830,2902	product_id_1536002	1
1919,1919,627,2603,488,406,5139,5409	748,4578,4830,2902	product_id_363620	1
1919,1919,627,2603,488,406,5139,5409	748,4578,4830,2902	product_id_1536009	1
1919,1919,627,2603,488,406,5139,5409	2755,987,453,2105	product_id_1536011	1
1919,1919,627,2603,488,406,5139,5409	2755,987,453,2105	product_id_363622	1
1919,1919,627,2603,488,406,5139,5409	2755,987,453,2105	product_id_1536012	1
1919,1919,627,2603,488,406,5139,5409	2755,987,453,2105	product_id_1536013	1
1919,1919,627,2603,488,406,5139,5409	2735,6163	product_id_1535967	1
1919,1919,627,2603,488,406,5139,5409	748,4578,2735,1806	product_id_1535986	1
1919,1919,627,2603,488,406,5139,5409	748,4578,2735,1806	product_id_1536001	1
1919,1919,627,2603,488,406,5139,5409	748,4578,2735,1806	product_id_1536005	1
1919,1919,627,2603,488,406,5139,5409	748,4578,2735,1806	product_id_1536009	1
6868,987,3916	706,6140,5747,1591	product_id_1536103	1
6868,987,3916	706,6140,5747,1591	product_id_566946	1
6868,987,3916	706,6140,5747,1591	product_id_1536114	1
6868,987,3916	5747,1591,4657	product_id_566946	1
6868,987,3916	5747,1591,4657	product_id_1536112	1
6868,987,3916	5747,1591,4657	product_id_1536113	1
6868,987,3916	5747,1591,4657	product_id_1536115	1
6868,987,3916	2701,2968,2052	product_id_1536107	1
6868,987,3916	2701,2968,2052	product_id_1536111	1
6868,987,3916	2701,2968,2052	product_id_1536116	1
6868,987,3916	2701,2968,2052	product_id_1536117	1
6285,6212,1895	2909,3392	product_id_1536380	1
6285,6212,1895	2909,3392	product_id_1536382	1
6285,6212,1895	2909,3392	product_id_1536393	1
6285,6212,1895	2909,3392	product_id_1536397	1
6285,6212,1895	813,1015,3513	product_id_1536389	1
6285,6212,1895	813,1015,3513	product_id_1536391	1
6285,6212,1895	813,1015,3513	product_id_1536395	1
6285,6212,1895	813,1015,3513	product_id_1536396	1
6285,6212,1895	6701,815,3513	product_id_1536389	1
6285,6212,1895	6701,815,3513	product_id_1536390	1
6285,6212,1895	6701,815,3513	product_id_1536392	1
6285,6212,1895	6701,815,3513	product_id_1536394	1
6285,6212,1895	3834,3392,1831	product_id_1536309	1
6285,6212,1895	3834,3392,1831	product_id_1536310	1
6285,6212,1895	3834,3392,1831	product_id_1536311	1
509,846,4099,874,3908,4570	495,3300,6319,4114,846,3863,4448	product_id_1536458	1
509,846,4099,874,3908,4570	495,3300,6319,4114,846,3863,4448	product_id_1536460	1
509,846,4099,874,3908,4570	495,3300,6319,4114,846,3863,4448	product_id_1536461	1
509,846,4099,874,3908,4570	495,3300,6319,4114,846,3863,4448	product_id_1536462	1
509,846,4099,874,3908,4570	2723,5027	product_id_1536455	1
509,846,4099,874,3908,4570	2723,5027	product_id_1536459	1
509,846,4099,874,3908,4570	2723,5027	product_id_1536461	1
509,846,4099,874,3908,4570	2723,5027	product_id_1536462	1
4962,1605,1706	6200,2928	product_id_1536668	1
4962,1605,1706	6200,2928	product_id_1536672	1
4962,1605,1706	6200,2928	product_id_1536675	1
4962,1605,1706	6200,2928	product_id_1536676	1
4962,1605,1706	517,1640,3088	product_id_1536674	1
4962,1605,1706	517,1640,3088	product_id_1536677	1
4962,1605,1706	517,1640,3088	product_id_1536678	1
4962,1605,1706	6821,4618	product_id_1536665	1
4962,1605,1706	6821,4618	product_id_1536669	1
4962,1605,1706	6821,4618	product_id_1536670	1
3908,3877,5185,4029	2441,6344,2486,4007	product_id_1536932	1
3908,3877,5185,4029	6962,578,6805	product_id_1536783	1
3908,3877,5185,4029	6962,578,6805	product_id_1536927	1
3908,3877,5185,4029	3366,3487,6805	product_id_1536769	1
3908,3877,5185,4029	3366,3487,6805	product_id_1536782	1
3908,3877,5185,4029	3442,1054,3322	product_id_1536834	1
3908,3877,5185,4029	3442,1054,3322	product_id_1536835	1
3908,3877,5185,4029	3442,1054,3322	product_id_1536836	1
3908,3877,5185,4029	3442,1054,3322	product_id_1536837	1
3908,3877,5185,4029	6962,5525	product_id_1536772	1
3908,3877,5185,4029	6962,5525	product_id_1536784	1
3908,3877,5185,4029	2486,4111,3392	product_id_1536765	1
3908,3877,5185,4029	2486,4111,3392	product_id_1536768	1
3908,3877,5185,4029	1318,6785	product_id_1536775	1
3908,3877,5185,4029	1318,6785	product_id_1536866	1
3908,3877,5185,4029	1054,5125	product_id_1536872	1
3908,3877,5185,4029	1054,5125	product_id_1536873	1
3908,3877,5185,4029	1054,5125	product_id_1536874	1
3908,3877,5185,4029	4717,3392	product_id_1536768	1
3908,3877,5185,4029	2486,2441,6799	product_id_1536932	1
3908,3877,5185,4029	6140,578,457	product_id_1536929	1
3908,3877,5185,4029	6962,3308	product_id_1536931	1
3908,3877,5185,4029	6962,3308	product_id_1536932	1
3908,3877,5185,4029	6962,953	product_id_1536772	1
3908,3877,5185,4029	6962,953	product_id_1536784	1
3908,3877,5185,4029	3366,3487,4238	product_id_1536955	1
3908,3877,5185,4029	3366,3487,4238	product_id_33742	1
897,3031,3040,4465,1384	2518,2937	product_id_174126	1
897,3031,3040,4465,1384	2518,2937	product_id_145729	1
897,3031,3040,4465,1384	2518,2937	product_id_104832	1
897,3031,3040,4465,1384	897,1581,1384	product_id_145700	1
897,3031,3040,4465,1384	897,1581,1384	product_id_1206400	1
897,3031,3040,4465,1384	897,1581,1384	product_id_104832	1
897,3031,3040,4465,1384	897,1581,1384	product_id_1537042	1
897,3031,3040,4465,1384	4926,1037,7283,12083,7284	product_id_1537020	1
897,3031,3040,4465,1384	4926,1037,7283,12083,7284	product_id_173980	1
897,3031,3040,4465,1384	4926,1037,7283,12083,7284	product_id_1537021	1
897,3031,3040,4465,1384	4926,1037,7283,12083,7284	product_id_268103	1
897,3031,3040,4465,1384	6503,1787	product_id_145700	1
897,3031,3040,4465,1384	6503,1787	product_id_145729	1
897,3031,3040,4465,1384	6503,1787	product_id_104832	1
897,3031,3040,4465,1384	6503,1787	product_id_145726	1
897,3031,3040,4465,1384	2142,1581,1384	product_id_145729	1
897,3031,3040,4465,1384	2142,1581,1384	product_id_104832	1
897,3031,3040,4465,1384	2142,1581,1384	product_id_145726	1
897,3031,3040,4465,1384	2142,1581,1384	product_id_481750	1
897,3031,3040,4465,1384	1037,2435,1892,2033,779	product_id_1206400	1
897,3031,3040,4465,1384	1037,2435,1892,2033,779	product_id_104832	1
897,3031,3040,4465,1384	1037,2435,1892,2033,779	product_id_618009	1
897,3031,3040,4465,1384	1037,2435,1892,2033,779	product_id_1537042	1
897,3031,3040,4465,1384	3641,2742	product_id_481750	1
897,3031,3040,4465,1384	3641,2742	product_id_1445559	1
897,3031,3040,4465,1384	3641,2742	product_id_1537059	1
897,3031,3040,4465,1384	4068,435,6692	product_id_1537061	1
3250,3338,6805,1640,1574	5156,4972	product_id_1537078	1
3250,3338,6805,1640,1574	5156,4972	product_id_1537111	1
3250,3338,6805,1640,1574	6707,6235,6212,2754,7283,8383,7284	product_id_1537090	1
3250,3338,6805,1640,1574	6707,6235,6212,2754,7283,8383,7284	product_id_1537120	1
3250,3338,6805,1640,1574	6707,6235,6212,2754,7283,8383,7284	product_id_1537121	1
3250,3338,6805,1640,1574	6707,6235,6212,2754,7283,8383,7284	product_id_1537122	1
3250,3338,6805,1640,1574	6707,6235,6212,2754,7283,8383,7284	product_id_1537090	1
3250,3338,6805,1640,1574	6707,6235,6212,2754,7283,8383,7284	product_id_1537120	1
3250,3338,6805,1640,1574	6707,6235,6212,2754,7283,8383,7284	product_id_1537121	1
3250,3338,6805,1640,1574	6707,6235,6212,2754,7283,8383,7284	product_id_1537122	1
3250,3338,6805,1640,1574	4501,1574,1704	product_id_955527	1
3250,3338,6805,1640,1574	661,3251	product_id_1537140	1
3250,3338,6805,1640,1574	499,1176,965,2228	product_id_1537064	1
3250,3338,6805,1640,1574	2518,6235,4099,3873	product_id_1537158	1
3250,3338,6805,1640,1574	6782,2879,7283,11443,20306,7284	product_id_1537161	1
3250,3338,6805,1640,1574	4236,469,1940	product_id_1537102	1
3250,3338,6805,1640,1574	4236,469,1940	product_id_1537158	1
3250,3338,6805,1640,1574	3322,435,5488	product_id_1537177	1
3250,3338,6805,1640,1574	3322,435,5488	product_id_1537178	1
3250,3338,6805,1640,1574	6012,5907,7232,748	product_id_1537184	1
3250,3338,6805,1640,1574	6012,5907,7232,748	product_id_1537185	1
3250,3338,6805,1640,1574	6012,5907,7232,748	product_id_1537186	1
3250,3338,6805,1640,1574	6555,3039,3864	product_id_1537073	1
3250,3338,6805,1640,1574	6555,3039,3864	product_id_1537196	1
3250,3338,6805,1640,1574	995,488,1096,499,1523	product_id_1537078	1
3250,3338,6805,1640,1574	995,488,1096,499,1523	product_id_1537206	1
3250,3338,6805,1640,1574	3402,3401,6761	product_id_1537212	1
3250,3338,6805,1640,1574	2228,1746	product_id_1537216	1
3250,3338,6805,1640,1574	2228,1746	product_id_1537217	1
3250,3338,6805,1640,1574	2228,1746	product_id_1537218	1
3250,3338,6805,1640,1574	4111,3251,3952	product_id_1537102	1
3250,3338,6805,1640,1574	4111,3251,3952	product_id_1537226	1
3250,3338,6805,1640,1574	4111,3251,3952	product_id_1537227	1
3250,3338,6805,1640,1574	4111,3251,3952	product_id_1537228	1
3250,3338,6805,1640,1574	818,5160	product_id_1537071	1
3250,3338,6805,1640,1574	818,5160	product_id_1537232	1
696,6877,1787,767,3085,1640	6106,2759,995	product_id_1537378	1
696,6877,1787,767,3085,1640	6106,2759,995	product_id_1537379	1
696,6877,1787,767,3085,1640	6106,2759,995	product_id_1537380	1
696,6877,1787,767,3085,1640	6106,2759,995	product_id_1537381	1
696,6877,1787,767,3085,1640	5185,462,2879	product_id_1537238	1
696,6877,1787,767,3085,1640	5185,462,2879	product_id_1537385	1
